Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 5 (714).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (715).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (716).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (717).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (718).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (719).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (72).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (72).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (720).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (721).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (722).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (723).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (724).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (725).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (726).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (727).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (728).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (729).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (73).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (730).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (731).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (732).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (733).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (734).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (735).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (736).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (737).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (738).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (739).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (74).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (740).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.96%
Imagem: 5 (741).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.81%
Imagem: 5 (742).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (743).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (744).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (745).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (746).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (747).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (748).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (749).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (75).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (750).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (751).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (752).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (753).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (754).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (755).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (756).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (757).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (758).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (759).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (76).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (760).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (761).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (762).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (763).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (764).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (765).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (766).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (767).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (768).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (769).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (77).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (770).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (771).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (772).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (773).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (774).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (775).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (776).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (777).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (778).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (779).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (78).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (780).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (781).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (782).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (783).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (784).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (785).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (786).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (787).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (788).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (789).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (79).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (790).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (791).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (792).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (793).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (794).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (795).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (796).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (797).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (798).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (799).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (8).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (8).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (80).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (800).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (801).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (802).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (803).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (804).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (805).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (806).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (807).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (808).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (809).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (81).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (810).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (811).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (812).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (813).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (814).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (815).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (816).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (817).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (818).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (819).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (82).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (820).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (821).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (822).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (823).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (824).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (825).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (826).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (827).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (828).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (829).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (83).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (830).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (883).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 1 (6452).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6453).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6454).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6455).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6456).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6457).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6458).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6459).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6460).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6461).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6462).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6463).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6464).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6465).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6466).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6467).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6468).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6469).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6470).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6471).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6472).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6473).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6474).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6475).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6476).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6477).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6478).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6479).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6480).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6481).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6482).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6483).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6484).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6485).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6486).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6487).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6488).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6489).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6490).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6491).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6492).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6493).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6494).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6495).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6496).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6497).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6498).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6499).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6500).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6501).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6502).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6503).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6504).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6505).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6506).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6507).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6508).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6509).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6510).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6511).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 99.98%
Imagem: 1 (6512).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 99.98%
Imagem: 1 (6513).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6514).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6515).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6516).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6517).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6518).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6519).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6520).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
Imagem: 1 (6521).jpg | Classe real: Miner | Classe prevista: Miner | Confiança: 100.00%
